 Alexander City, ALABAMA
 Newport, RHODE ISLAND
41.0 -71.0
 Providence, RHODE ISLAND
41.0 -71.0
 NAME="SOUTHxCAROLINA">SO UTH CARO INA Anderson, A
34.0 -82.0
 Charleston, A
32.0 -80.0
 Charleston Co, A
32.0 -79.0
 Columbia, A
33.0 -81.0
 Florence, A
34.0 -79.0
 Georgetown, A
33.0 -79.0
 Greenville, A
34.0 -82.0
 Greenwood, A
34.0 -82.0
 Orangeburg, A
33.0 -80.0
 Rock Hill, A
34.0 -80.0
 Spartanburg, A
34.0 -82.0
 Sumter, Shaw, A
33.0 -80.0
 Aberdeen, SOUTH DAKOTA
45.0 -98.0
 Brookings, SOUTH DAKOTA
44.0 -96.0
 Huron, SOUTH DAKOTA
44.0 -98.0
 Mitchell, SOUTH DAKOTA
43.0 -98.0
 Pierre, SOUTH DAKOTA
44.0 -100.0
 Rapid City, SOUTH DAKOTA
44.0 -103.0
 Sioux Falls, SOUTH DAKOTA
43.0 -96.0
 Watertown, SOUTH DAKOTA
44.0 -97.0
 Yankton, SOUTH DAKOTA
42.0 -97.0
 Athens, TENNESSEE
35.0 -84.0
 Bristol-Tri City, TENNESSEE
36.0 -82.0
 Chattanooga, TENNESSEE
35.0 -85.0
 Clarksville, TENNESSEE
36.0 -87.0
 Columbia, TENNESSEE
35.0 -87.0
 Dyersburg, TENNESSEE
36.0 -89.0
 Greenville, TENNESSEE
36.0 -82.0
 Jackson, TENNESSEE
35.0 -88.0
 Knoxville, TENNESSEE
35.0 -83.0
 Memphis, TENNESSEE
35.0 -90.0
 Murfreesboro, TENNESSEE
34.0 -86.0
 Nashville, TENNESSEE
36.0 -86.0
 Tullahoma, TENNESSEE
35.0 -86.0
 Abilene, TEXAS
32.0 -99.0
 Alice, TEXAS
27.0 -98.0
 Amarillo, TEXAS
35.0 -100.0
 Austin, TEXAS
30.0 -97.0
 Bay City, TEXAS
29.0 -95.0
 Beaumont, TEXAS
29.0 -94.0
 Beeville, TEXAS
28.0 -97.0
 Big Spring, TEXAS
32.0 -101.0
 Brownsville, TEXAS
25.0 -97.0
 Brownwood, TEXAS
31.0 -98.0
 Bryan, TEXAS
30.0 -96.0
 Corpus Christi, TEXAS
27.0 -97.0
 Corsicana, TEXAS
32.0 -96.0
 Dallas, TEXAS
32.0 -96.0
 Del Rio, Laughlin, TEXAS
29.0 -100.0
 Denton, TEXAS
33.0 -97.0
 Eagle Pass, TEXAS
28.0 -100.0
 El Paso, TEXAS
31.0 -106.0
 Fort Worth, TEXAS
32.0 -97.0
 Galveston, TEXAS
29.0 -94.0
 Greenville, TEXAS
33.0 -96.0
 Harlingen, TEXAS
26.0 -97.0
 Houston, TEXAS
29.0 -95.0
 Houston Co, TEXAS
29.0 -95.0
 Huntsville, TEXAS
30.0 -95.0
 Killeen, Robert Gray AAF, TEXAS
31.0 -97.0
 Lamesa, TEXAS
32.0 -101.0
 Laredo, TEXAS
27.0 -99.0
 Longview, TEXAS
32.0 -94.0
 Lubbock, TEXAS
33.0 -101.0
 Lufkin, TEXAS
31.0 -94.0
 Mcallen, TEXAS
26.0 -98.0
 Midland, TEXAS
31.0 -102.0
 Mineral Wells, TEXAS
32.0 -98.0
 Palestine Co, TEXAS
31.0 -95.0
 Pampa, TEXAS
35.0 -100.0
 Pecos, TEXAS
31.0 -103.0
 Plainview, TEXAS
34.0 -101.0
 Port Arthur, TEXAS
29.0 -94.0
 San Angelo Goodfellow, TEXAS
31.0 -100.0
 San Antonio, TEXAS
29.0 -98.0
 Sherman, Perrin, TEXAS
33.0 -96.0
 Snyder, TEXAS
32.0 -100.0
 Temple, TEXAS
31.0 -97.0
 Tyler, TEXAS
32.0 -95.0
 Vernon, TEXAS
34.0 -99.0
 Victoria, TEXAS
28.0 -96.0
 Waco, TEXAS
31.0 -97.0
 Wichita Falls, TEXAS
33.0 -98.0
 Cedar City, UTAH
37.0 -113.0
 Logan, UTAH
41.0 -111.0
 Moab, UTAH
38.0 -109.0
 Ogden, UTAH
41.0 -112.0
 Price, UTAH
39.0 -110.0
 Provo, UTAH
40.0 -111.0
 Richfield, UTAH
38.0 -112.0
 St George Co, UTAH
37.0 -113.0
 Salt Lake City, UTAH
40.0 -111.0
 Vernal, UTAH
40.0 -109.0
 Barre, VERMONT
44.0 -72.0
 Burlington, VERMONT
44.0 -73.0
 Rutland, VERMONT
43.0 -72.0
 Charlottesville, VIRGINIA
38.0 -78.0
 Danville, VIRGINIA
36.0 -79.0
 Fredericksburg, VIRGINIA
38.0 -77.0
 Harrisonburg, VIRGINIA
38.0 -78.0
 Lynchburg, VIRGINIA
37.0 -79.0
 Norfolk, VIRGINIA
36.0 -76.0
 Petersburg, VIRGINIA
37.0 -77.0
 Richmond, VIRGINIA
37.0 -77.0
 Roanoke, VIRGINIA
37.0 -79.0
 Staunton, VIRGINIA
38.0 -78.0
 Winchester, VIRGINIA
39.0 -78.0
 Aberdeen, WASHINGTON
46.0 -123.0
 Bellingham, WASHINGTON
48.0 -122.0
 Bremerton, WASHINGTON
47.0 -122.0
 Ellensburg, WASHINGTON
47.0 -120.0
 Everett, Paine, WASHINGTON
47.0 -122.0
 Kennewick, WASHINGTON
46.0 -119.0
 Longview, WASHINGTON
46.0 -122.0
 Moses Lake, Larson, WASHINGTON
47.0 -119.0
 Olympia, WASHINGTON
46.0 -122.0
 Port Angeles, WASHINGTON
48.0 -123.0
 Seattle-Boeing Field, WASHINGTON
47.0 -122.0
 Seattle Co, WASHINGTON
47.0 -122.0
 Seattle-Tacoma, WASHINGTON
47.0 -122.0
 Spokane, WASHINGTON
47.0 -117.0
 Tacoma, McChord, WASHINGTON
47.0 -122.0
 Walla Walla, WASHINGTON
46.0 -118.0
 Wenatchee, WASHINGTON
47.0 -120.0
 Yakima, WASHINGTON
46.0 -120.0
 Beckley, WEST VIRGINIA
37.0 -81.0
 Bluefield, WEST VIRGINIA
37.0 -81.0
 Charleston, WEST VIRGINIA
38.0 -81.0
 Clarksburg, WEST VIRGINIA
39.0 -80.0
 Elkins, WEST VIRGINIA
38.0 -79.0
 Huntington Co, WEST VIRGINIA
38.0 -82.0
 Martinsburg, WEST VIRGINIA
39.0 -77.0
 Morgantown, WEST VIRGINIA
39.0 -79.0
 Parkersburg Co, WEST VIRGINIA
39.0 -81.0
 Wheeling, WEST VIRGINIA
40.0 -80.0
 Appleton, WISCONSIN
44.0 -88.0
 Ashland, WISCONSIN
46.0 -90.0
 Beloit, WISCONSIN
42.0 -89.0
 Eau Claire, WISCONSIN
44.0 -91.0
 Fond Du Lac, WISCONSIN
43.0 -88.0
 Green Bay, WISCONSIN
44.0 -88.0
 La Crosse, WISCONSIN
43.0 -91.0
 Madison, WISCONSIN
43.0 -89.0
 Manitowoc, WISCONSIN
44.0 -87.0
 Marinette, WISCONSIN
45.0 -87.0
 Milwaukee, WISCONSIN
42.0 -87.0
 Racine, WISCONSIN
42.0 -87.0
 Sheboygan, WISCONSIN
43.0 -87.0
 Stevens Point, WISCONSIN
44.0 -89.0
 Waukesha, WISCONSIN
43.0 -88.0
 Wausau, WISCONSIN
44.0 -89.0
 Casper, WYOMING
42.0 -106.0
 Cheyenne, WYOMING
41.0 -104.0
 Cody, WYOMING
44.0 -109.0
 Evanston, WYOMING
41.0 -110.0
 Lander, WYOMING
42.0 -108.0
 Laramie, WYOMING
41.0 -105.0
 Newcastle, WYOMING
43.0 -104.0
 Rawlins, WYOMING
41.0 -107.0
 Rock Springs, WYOMING
41.0 -109.0
 Sheridan, WYOMING
44.0 -106.0
 Torrington, WYOMING
42.0 -104.0
